Date,Price,Open,High,Low,Vol.,Change_Short,Change_Long
22/12/2014,69.52,70.08,70.45,68.49,9.51M,-2.06%,-0.055947854
23/12/2014,71.05,70.32,71.37,69.8,8.17M,2.20%,-0.031092322
24/12/2014,70.13,70.54,70.63,68.94,3.86M,-1.29%,-0.022305869
26/12/2014,69.88,70.55,70.79,69.52,3.34M,-0.36%,-0.013412396
29/12/2014,70.11,70.45,70.68,69.55,5.24M,0.33%,0.061147268
30/12/2014,69.93,69.61,70.2,69.27,4.54M,-0.26%,0.03187251
31/12/2014,69.06,69.34,69.75,68.7,5.92M,-1.24%,-0.002167317
02/01/2015,68.92,68.5,69.48,68.23,5.70M,-0.20%,-0.026553672
05/01/2015,65.64,67.71,67.98,65.43,10.95M,-4.76%,-0.052950512
06/01/2015,62.93,65.29,66.6,62.88,18.05M,-4.13%,-0.072512896
07/01/2015,63.35,64.01,64.23,62.85,12.35M,0.67%,-0.02583423
08/01/2015,64.93,64.85,65.49,63.9,10.35M,2.49%,-0.000461823
09/01/2015,64.92,64.94,65.34,64.01,7.98M,-0.02%,0.021718602
12/01/2015,63.07,64.15,64.27,62.61,8.32M,-2.85%,-0.008489231
13/01/2015,62.44,63.19,63.83,61.51,10.24M,-1.00%,-0.000160128
14/01/2015,62.62,61.82,62.78,60.85,10.01M,0.29%,0.015075377
15/01/2015,61.41,63.61,63.87,61.38,9.99M,-1.93%,-0.02863018
16/01/2015,63.08,61.75,63.48,61.48,10.03M,2.72%,-0.057663579
20/01/2015,63.19,62.81,63.28,61.76,6.89M,0.17%,-0.094050179
21/01/2015,64.54,63.89,64.78,63.23,7.98M,2.14%,-0.090729783
22/01/2015,65.3,65.1,65.58,64,8.76M,1.18%,-0.060701956
23/01/2015,64.65,65.35,65.71,64.64,6.39M,-1.00%,-0.09007741
26/01/2015,65.82,64.89,66,63.89,5.86M,1.81%,-0.061457294
27/01/2015,65.54,65.29,66.15,65.06,5.94M,-0.43%,-0.062106468
28/01/2015,62.58,65.26,65.45,62.5,8.68M,-4.52%,-0.107402653
29/01/2015,62.82,63.18,63.58,60.64,11.36M,0.38%,-0.101673102
30/01/2015,62.98,62.23,63.81,61.15,10.52M,0.25%,-0.088039386
02/02/2015,65.77,64.47,65.78,63.41,10.08M,4.43%,-0.045705165
03/02/2015,67.74,66.93,67.96,66.51,15.63M,3.00%,0.031992687
04/02/2015,65.87,66.62,66.66,65.24,12.24M,-2.76%,0.046718576
05/02/2015,67.57,67.02,67.59,66.29,8.71M,2.58%,0.066614049
06/02/2015,67.49,68.24,68.38,67.18,7.65M,-0.12%,0.039427075
09/02/2015,67.85,67.97,68.61,67.64,8.07M,0.53%,0.045132471
10/02/2015,67.99,67.86,68.11,66.5,7.88M,0.21%,0.078008562
11/02/2015,67.88,67.23,68.47,66.8,8.37M,-0.16%,0.087123639
12/02/2015,68.04,68.24,68.85,67.62,8.64M,0.24%,0.086553817
13/02/2015,69.88,68.83,70.11,68.7,8.42M,2.70%,0.137925419
17/02/2015,69.47,69.15,69.97,68.52,7.65M,-0.59%,0.101299937
18/02/2015,67.73,68.03,69.06,67.61,8.93M,-2.50%,0.071846811
19/02/2015,67.42,66.06,67.85,65.42,9.02M,-0.46%,0.044623489
20/02/2015,67.38,67.19,67.42,66.33,8.78M,-0.06%,0.031852986
23/02/2015,66.92,66.68,67.54,66.51,6.07M,-0.68%,0.035112142
24/02/2015,67.09,67.47,67.48,66.76,4.87M,0.25%,0.019295047
25/02/2015,67.53,67.47,67.84,66.96,6.15M,0.66%,0.030363137
26/02/2015,65.85,66.89,66.89,65.59,7.84M,-2.49%,0.052253116
27/02/2015,65.2,66,66.1,65.13,6.96M,-0.99%,0.037886024
02/03/2015,64.4,65.36,65.36,63.83,8.06M,-1.23%,0.02254684
03/03/2015,64.78,64.36,65.27,64.27,5.42M,0.59%,-0.015052456
04/03/2015,64.25,64.79,64.79,63.67,5.49M,-0.82%,-0.05152052
05/03/2015,63.33,64.01,64.08,63.33,5.99M,-1.43%,-0.038560802
06/03/2015,62.79,63,63.68,62.67,6.73M,-0.85%,-0.070741453
09/03/2015,61.97,62.77,63.34,61.97,6.49M,-1.31%,-0.081789895
10/03/2015,60.87,60.99,61.72,60.69,8.92M,-1.78%,-0.102873987
11/03/2015,61.3,60.95,61.87,60.81,6.34M,0.71%,-0.098396823
12/03/2015,61.36,61.58,61.91,61.32,5.52M,0.10%,-0.096051856
13/03/2015,61.64,60.76,61.8,60.57,8.26M,0.46%,-0.094062316
16/03/2015,62.4,61.21,62.46,60.83,6.32M,1.23%,-0.107040641
17/03/2015,62.01,62.01,62.48,61.38,6.49M,-0.63%,-0.107384483
18/03/2015,63.64,61.54,64.31,61.51,9.54M,2.63%,-0.06038683
19/03/2015,62.76,62.78,63.31,62.45,7.91M,-1.38%,-0.069118956
20/03/2015,63.84,63.15,64.12,63,10.06M,1.72%,-0.052537845
23/03/2015,63.23,64,64.18,63.21,7.43M,-0.96%,-0.055140466
24/03/2015,62.55,63.45,63.62,62.52,6.38M,-1.08%,-0.067670294
25/03/2015,63.05,63.22,63.5,62.66,7.66M,0.80%,-0.066340886
26/03/2015,63.24,63.95,64.14,62.92,6.89M,0.30%,-0.039635535
27/03/2015,62.93,62.96,63.09,62.46,5.20M,-0.49%,-0.034815951
30/03/2015,64,63.48,64.15,63.4,6.03M,1.70%,-0.00621118
31/03/2015,62.26,63.25,63.47,62.24,9.17M,-2.72%,-0.038900895
01/04/2015,63.02,62.71,63.49,62.64,8.94M,1.22%,-0.019143969
02/04/2015,63.18,62.71,63.41,62.57,5.91M,0.25%,-0.002368546
06/04/2015,65.39,63.42,65.88,63.4,10.17M,3.50%,0.041407867
07/04/2015,65.79,65.26,66.04,65.07,7.18M,0.61%,0.06164273
08/04/2015,64.81,66.07,66.23,64.8,8.57M,-1.49%,0.064728109
09/04/2015,67,65.02,67.46,64.86,10.98M,3.38%,0.092985318
10/04/2015,66.53,67.36,67.4,66.39,6.02M,-0.70%,0.084256845
13/04/2015,66.34,66.9,67.42,66.33,5.74M,-0.29%,0.076249189
14/04/2015,68.36,66.82,68.55,66.74,8.92M,3.04%,0.095512821
15/04/2015,69.4,68.91,69.66,68.5,7.77M,1.52%,0.119174327
16/04/2015,69.01,68.99,69.72,68.21,8.40M,-0.56%,0.084380893
17/04/2015,67.69,68.59,68.59,67.18,9.62M,-1.91%,0.078553219
20/04/2015,68.61,68.09,69.25,68.05,7.85M,1.36%,0.074718045
21/04/2015,68.02,68.61,68.99,67.65,5.56M,-0.86%,0.07575518
22/04/2015,67.88,67.95,68.14,67.13,4.48M,-0.21%,0.085211831
23/04/2015,68.26,68.26,68.88,68.01,4.63M,0.56%,0.082632831
24/04/2015,67.51,67.85,67.87,67.03,6.28M,-1.10%,0.067520557
27/04/2015,67.06,67.78,67.97,67,4.43M,-0.67%,0.065628476
28/04/2015,67.74,67.2,67.76,67.01,4.27M,1.01%,0.0584375
29/04/2015,68.06,67.42,68.31,67.22,6.04M,0.47%,0.093157726
30/04/2015,67.92,69.02,69.03,67.66,7.37M,-0.21%,0.077753094
01/05/2015,67.44,67.74,67.98,66.97,5.97M,-0.71%,0.067426401
04/05/2015,67.02,67.41,67.62,66.7,6.64M,-0.62%,0.024927359
05/05/2015,67.2,67.44,68.36,66.98,9.14M,0.27%,0.021431829
06/05/2015,67.23,67.96,68.17,66.79,7.09M,0.04%,0.037339917
07/05/2015,66.62,67.53,67.53,66.1,6.30M,-0.91%,-0.005671642
08/05/2015,67.17,67.14,67.37,66.36,5.96M,0.83%,0.00961972
11/05/2015,65.28,67.12,67.2,65.11,7.26M,-2.81%,-0.015978294
12/05/2015,65.4,65.29,65.65,65.05,4.72M,0.18%,-0.043300176
13/05/2015,65.39,65.8,66.03,65.15,5.42M,-0.02%,-0.05778098
14/05/2015,65.42,65.54,66.11,65.33,4.35M,0.05%,-0.052021446
15/05/2015,65.76,65.25,66.06,65.06,4.73M,0.52%,-0.028512336
18/05/2015,66.04,65.75,66.22,65.18,5.16M,0.43%,-0.037458096
19/05/2015,65.12,65.75,65.75,65.11,7.95M,-1.39%,-0.042634519
20/05/2015,64.78,64.75,64.95,64.12,4.84M,-0.52%,-0.045668827
21/05/2015,65.58,65.13,65.75,64.87,6.05M,1.23%,-0.039261647
22/05/2015,65.11,65.04,65.66,64.9,3.80M,-0.72%,-0.035550289
26/05/2015,63.84,64.57,64.82,63.5,6.13M,-1.95%,-0.048016701
27/05/2015,63.82,63.94,64.99,63.7,6.75M,-0.03%,-0.05786832
28/05/2015,63.86,63.53,63.95,63.11,5.19M,0.06%,-0.061710256
29/05/2015,63.68,63.7,64.08,63.44,5.70M,-0.28%,-0.062426384
01/06/2015,63.61,64.46,64.47,63.24,4.14M,-0.11%,-0.056791222
02/06/2015,64.07,63.7,64.32,63.41,5.08M,0.72%,-0.044016711
03/06/2015,63.8,63.81,64.29,63.62,5.38M,-0.42%,-0.050595238
04/06/2015,63,63.41,63.74,62.93,5.36M,-1.25%,-0.06291834
05/06/2015,63.04,62.76,64.22,62.71,5.81M,0.06%,-0.053737616
08/06/2015,63.43,62.92,63.47,62.78,6.63M,0.62%,-0.055679619
09/06/2015,63.06,63.78,64.33,63.06,6.32M,-0.58%,-0.034007353
10/06/2015,64.02,63.91,64.24,63.49,4.78M,1.52%,-0.021100917
11/06/2015,64.03,63.97,64.24,63.85,3.89M,0.02%,-0.020798287
12/06/2015,63.51,63.76,63.85,63.12,5.00M,-0.81%,-0.029195965
15/06/2015,63.27,63.08,63.64,62.8,4.71M,-0.38%,-0.037864964
16/06/2015,63.43,63.44,63.55,62.69,5.31M,0.25%,-0.039521502
17/06/2015,63.09,63.88,64.13,62.71,4.74M,-0.54%,-0.031173219
18/06/2015,62.93,63.15,63.5,62.8,5.41M,-0.25%,-0.028558197
19/06/2015,62.35,62.55,63.28,62.13,13.13M,-0.92%,-0.049252821
22/06/2015,62.58,62.48,62.97,62.19,4.36M,0.37%,-0.038857318
23/06/2015,63.17,62.68,63.35,62.51,3.64M,0.94%,-0.010494987
24/06/2015,62.83,63.13,63.55,62.83,3.97M,-0.54%,-0.015512379
25/06/2015,62.22,63.17,63.17,62.13,4.71M,-0.97%,-0.025681178
26/06/2015,62.18,62.15,62.28,61.72,6.68M,-0.06%,-0.023555276
29/06/2015,61.01,61.42,61.74,61,5.26M,-1.88%,-0.040874076
30/06/2015,61.41,61.53,61.61,60.86,5.36M,0.66%,-0.041517091
01/07/2015,60.03,61.51,61.51,59.69,7.39M,-2.25%,-0.059090909
02/07/2015,60.52,60.18,60.77,60.18,6.78M,0.82%,-0.039365079
06/07/2015,59.06,59.52,59.76,58.72,7.55M,-2.41%,-0.063134518
07/07/2015,59.65,58.9,59.9,58.24,7.13M,1.00%,-0.059593252
08/07/2015,58.36,59.14,59.72,58.08,5.63M,-2.16%,-0.074532192
09/07/2015,58.67,59.65,59.76,58.66,5.44M,0.53%,-0.083567635
10/07/2015,59.13,59.31,59.54,58.67,5.06M,0.78%,-0.076526628
13/07/2015,58.93,59.11,59.2,58.64,4.91M,-0.34%,-0.072114628
14/07/2015,59.53,58.75,59.74,58.69,5.48M,1.02%,-0.059111743
15/07/2015,58.42,59.11,59.55,58.13,5.23M,-1.86%,-0.078984708
16/07/2015,57.95,58.61,58.78,57.68,5.32M,-0.80%,-0.081470915
17/07/2015,57.2,57.6,57.89,56.65,7.36M,-1.29%,-0.091053552
20/07/2015,56.57,57.18,57.2,56.16,8.09M,-1.10%,-0.092702486
21/07/2015,56.49,56.76,57.16,56.17,8.42M,-0.14%,-0.097315436
22/07/2015,55.83,56.29,56.39,55.67,10.37M,-1.17%,-0.116194396
23/07/2015,54.04,55.1,55.31,53.3,12.07M,-3.21%,-0.139901321
24/07/2015,52.09,53.95,53.95,51.98,13.24M,-3.61%,-0.162809386
27/07/2015,50.65,51.34,52.02,50.54,14.27M,-2.76%,-0.185429399
28/07/2015,52.24,50.94,52.96,50.87,13.38M,3.14%,-0.143746927
29/07/2015,52.9,52.05,53.44,52,11.82M,1.26%,-0.138576779
30/07/2015,52.07,52.99,53.29,51.88,10.08M,-1.57%,-0.132600366
31/07/2015,50.34,51.43,51.45,50.25,12.20M,-3.32%,-0.168208857
03/08/2015,49.71,49.8,50.47,49.33,11.24M,-1.25%,-0.158313579
04/08/2015,49.87,49.59,50.34,49.59,7.69M,0.32%,-0.163956412
05/08/2015,49.12,50.3,50.85,49.03,8.05M,-1.50%,-0.158327622
06/08/2015,50.28,48.89,50.36,48.33,11.64M,2.36%,-0.143003238
07/08/2015,48.84,50.25,50.65,48.6,10.29M,-2.86%,-0.174023338
10/08/2015,50.2,48.89,50.21,48.55,10.57M,2.78%,-0.148141863
11/08/2015,50.4,49.28,50.52,49.06,10.71M,0.40%,-0.15336805
12/08/2015,51.54,50.21,51.88,50.15,14.04M,2.26%,-0.117767888
13/08/2015,50.1,51,51.05,49.86,10.05M,-2.79%,-0.135461605
14/08/2015,49.77,49.99,50.29,49.69,7.85M,-0.66%,-0.129895105
17/08/2015,49.56,49.48,49.81,49.26,5.81M,-0.42%,-0.123917271
18/08/2015,49.51,49.62,49.79,49.12,7.31M,-0.10%,-0.123561692
19/08/2015,47.68,49.28,49.28,47.05,14.53M,-3.70%,-0.145978864
20/08/2015,47,47.45,48.09,47,10.55M,-1.43%,-0.130273871
21/08/2015,45.39,46.66,47.38,45.38,13.91M,-3.43%,-0.128623536
24/08/2015,42.93,41.98,44.93,41.1,21.26M,-5.42%,-0.152418559
25/08/2015,42.19,45.02,45.02,42.14,15.89M,-1.72%,-0.192381317
26/08/2015,43.41,42.93,43.57,42.25,18.99M,2.89%,-0.179395085
27/08/2015,45.87,44.62,46.53,44.45,19.43M,5.67%,-0.119070482
28/08/2015,46.82,45.56,48,45.56,14.90M,2.07%,-0.069924513
31/08/2015,49.15,46.3,49.32,45.7,17.78M,4.98%,-0.011265339
01/09/2015,47.75,48.17,48.17,46.79,17.19M,-2.85%,-0.042510527
02/09/2015,48.19,48.3,48.66,47,11.27M,0.92%,-0.018933225
03/09/2015,48.18,48.5,49.87,47.77,9.70M,-0.02%,-0.04176611
04/09/2015,47.2,47.21,47.6,46.86,10.52M,-2.03%,-0.033579034
08/09/2015,48.46,48.27,48.68,47.15,13.56M,2.67%,-0.034661355
09/09/2015,47.85,49.05,49.7,47.59,16.20M,-1.26%,-0.050595238
10/09/2015,48.43,48,48.75,47.33,8.87M,1.21%,-0.060341482
11/09/2015,47.36,47.74,47.76,46.95,9.27M,-2.21%,-0.054690619
14/09/2015,46.77,47.12,47.15,46.34,8.77M,-1.25%,-0.060277275
15/09/2015,47.28,47.15,47.79,47.11,6.68M,1.09%,-0.046004843
16/09/2015,49.47,47.71,49.54,47.64,11.35M,4.63%,-0.000807918
17/09/2015,50.13,49.41,50.91,49.06,14.82M,1.33%,0.051384228
18/09/2015,48.36,49.15,49.52,47.93,12.76M,-3.53%,0.02893617
21/09/2015,48.75,48.85,49,48.14,7.73M,0.81%,0.074025116
22/09/2015,48.62,47.73,49,47.61,10.22M,-0.27%,0.132541346
23/09/2015,47.86,48.72,48.98,47.81,6.32M,-1.56%,0.134392036
24/09/2015,47.76,47.51,48.23,47.33,8.19M,-0.21%,0.100207326
25/09/2015,47.19,48.54,48.54,46.92,8.63M,-1.19%,0.028776978
28/09/2015,45.85,46.44,47.05,45.84,8.00M,-2.84%,-0.020717642
29/09/2015,46.57,46.28,46.69,45.72,7.98M,1.57%,-0.05249237
30/09/2015,47.96,46.92,48,46.9,8.81M,2.98%,0.004397906
01/10/2015,48.16,48.69,49.4,47.54,10.43M,0.42%,-0.000622536
02/10/2015,51.19,47.58,51.19,47.56,12.57M,6.29%,0.062474056
05/10/2015,52.98,51.94,53.12,51.51,12.81M,3.50%,0.122457627
06/10/2015,55.14,53.18,55.53,53.06,15.41M,4.08%,0.137845646
07/10/2015,55.27,55.94,56.38,53.84,13.77M,0.24%,0.155067921
08/10/2015,56.28,55,56.55,54.59,9.50M,1.83%,0.162089614
09/10/2015,56.1,56.59,56.69,55.21,9.12M,-0.32%,0.184543919
12/10/2015,55.27,56.07,56.1,54.46,7.48M,-1.48%,0.181740432
13/10/2015,55.04,54.78,55.9,54.36,6.21M,-0.42%,0.164128596
14/10/2015,55.46,55.05,55.7,54.88,6.41M,0.76%,0.121083485
15/10/2015,55.23,54.36,55.28,53.8,7.83M,-0.41%,0.101735488
16/10/2015,55.23,55.69,55.95,54.51,7.32M,0.00%,0.142059553
19/10/2015,53.69,54.49,54.78,53.48,7.98M,-2.79%,0.101333333
20/10/2015,53.54,53.9,54.25,53.19,8.55M,-0.28%,0.101192925
21/10/2015,52.97,53.41,53.81,52.9,6.33M,-1.06%,0.106769745
22/10/2015,54.58,53.33,54.76,53.19,7.37M,3.04%,0.14279732
23/10/2015,54.61,54.3,54.81,53.65,5.91M,0.05%,0.157236703
26/10/2015,52.95,54.56,54.57,52.94,5.57M,-3.04%,0.154852781
27/10/2015,51.69,52.01,52.13,50.74,7.99M,-2.38%,0.109942023
28/10/2015,53.34,51.75,53.67,51.58,9.33M,3.19%,0.112176814
29/10/2015,53.62,52.19,54.55,51.14,9.33M,0.52%,0.113372093
30/10/2015,53.35,53.93,54.17,52.59,7.54M,-0.50%,0.042195741
02/11/2015,54.94,53,55.25,52.87,8.14M,2.98%,0.036995092
03/11/2015,56.73,55.3,57.15,55.16,9.13M,3.26%,0.028835691
04/11/2015,56.34,56.73,56.8,55.47,8.72M,-0.69%,0.019359508
05/11/2015,56.28,55.88,57.24,55.77,7.23M,-0.11%,0
06/11/2015,55.77,55.77,56.44,55,6.56M,-0.91%,-0.005882353
09/11/2015,54.64,55.63,56.14,54.39,5.62M,-2.03%,-0.011398589
10/11/2015,54.65,54.48,55.15,54,5.19M,0.02%,-0.007085756
11/11/2015,53.44,54.52,54.74,53.33,6.98M,-2.21%,-0.036422647
12/11/2015,51.97,52.45,53.08,51.8,7.39M,-2.75%,-0.059025892
13/11/2015,51.83,51.89,52.11,51.03,6.39M,-0.27%,-0.061560746
16/11/2015,54.37,51.9,54.44,51.59,8.29M,4.90%,0.012665301
17/11/2015,53.9,54.15,54.69,53.45,6.22M,-0.86%,0.006723945
18/11/2015,54.48,54.44,55.07,53.44,4.92M,1.08%,0.028506702
19/11/2015,53.56,54.19,54.47,53.18,6.32M,-1.69%,-0.018688164
20/11/2015,52.93,53.62,54.05,52.64,5.73M,-1.18%,-0.030763596
23/11/2015,53.28,52.79,53.77,52.47,5.61M,0.66%,0.006232295
24/11/2015,55.32,53.46,55.61,53.38,8.21M,3.83%,0.070226349
25/11/2015,54.38,54.99,55.08,54.32,5.14M,-1.70%,0.019497563
27/11/2015,53.48,53.83,54.09,53.25,2.79M,-1.66%,-0.002610966
30/11/2015,54.05,53.51,54.49,53.35,8.74M,1.07%,0.0131209
01/12/2015,54.61,54.46,54.75,53.9,7.70M,1.04%,-0.006006553
02/12/2015,52.55,54.21,54.57,52.18,10.65M,-3.77%,-0.073682355
03/12/2015,51.61,52.81,52.98,51.48,10.67M,-1.79%,-0.083954562
04/12/2015,51.19,50.84,51.49,50.16,9.39M,-0.81%,-0.090440654
07/12/2015,48.99,49.73,50.29,48.16,11.54M,-4.30%,-0.121570737
08/12/2015,48.3,47.65,49.15,46.88,8.72M,-1.41%,-0.116032211
09/12/2015,48.47,48.35,49.74,47.75,9.89M,0.35%,-0.113083257
10/12/2015,49.22,48.23,49.95,48.01,11.06M,1.55%,-0.078967066
11/12/2015,48.13,48.25,48.45,46.81,14.66M,-2.21%,-0.073888782
14/12/2015,49.53,47.58,50.14,47.4,14.17M,2.91%,-0.044375844
15/12/2015,50.56,50.35,51.06,50.14,10.76M,2.08%,-0.070075409
16/12/2015,49.35,50.3,50.84,49.12,11.44M,-2.39%,-0.084415584
17/12/2015,47.28,49.37,49.45,46.92,12.95M,-4.19%,-0.13215859
18/12/2015,45.93,47.05,47.58,45.76,16.53M,-2.86%,-0.142457058
21/12/2015,45.1,46.03,46.15,44.56,10.87M,-1.81%,-0.14793123
22/12/2015,46.28,45.18,46.56,44.91,10.36M,2.62%,-0.131381381
23/12/2015,49.03,47.29,49.07,47.27,9.81M,5.94%,-0.113702097
24/12/2015,48.59,49.04,49.21,48.06,3.26M,-0.90%,-0.106472968
28/12/2015,47.19,47.61,47.79,46.94,8.79M,-2.88%,-0.117614061
29/12/2015,47.77,48.23,48.37,47.2,6.29M,1.23%,-0.116188714
30/12/2015,46.6,46.94,47.74,46.54,6.61M,-2.45%,-0.146676433
31/12/2015,46.69,46.06,47.2,45.88,6.68M,0.19%,-0.111512845
04/01/2016,46.88,46.41,47.77,46.08,8.92M,0.41%,-0.091648905
05/01/2016,47.4,46.67,47.52,45.99,7.01M,1.11%,-0.074037898
06/01/2016,45.35,46.1,46.32,45.04,11.00M,-4.32%,-0.074300878
07/01/2016,44.06,44.74,45.62,43.92,10.84M,-2.84%,-0.087784679
08/01/2016,43.29,44.18,44.59,42.87,9.12M,-1.75%,-0.106870229
11/01/2016,41.12,43.32,43.62,40.6,17.26M,-5.01%,-0.164567249
12/01/2016,40.25,41.87,42.04,39.13,16.78M,-2.12%,-0.16372325
13/01/2016,39,40.75,41.79,38.87,19.02M,-3.11%,-0.212598425
14/01/2016,41.25,39.21,41.83,38.66,18.24M,5.77%,-0.184137658
15/01/2016,39.36,39.34,40.45,38.36,19.12M,-4.58%,-0.202431611
19/01/2016,36.4,39.74,39.89,35.6,20.84M,-7.52%,-0.230118443
20/01/2016,34.75,35.54,35.61,32.71,31.38M,-4.53%,-0.243413891
21/01/2016,36.91,34.87,37.34,34.64,19.58M,6.22%,-0.181596452
22/01/2016,37.67,38.21,39.57,36.74,18.56M,2.06%,-0.186041487
25/01/2016,34.2,36.8,37.48,34.19,19.65M,-9.21%,-0.302467877
26/01/2016,35.35,35.07,35.91,33.44,28.70M,3.36%,-0.27248405
27/01/2016,36.21,34.92,37.73,34.18,22.07M,2.43%,-0.232676414
28/01/2016,38.02,37.92,39.43,37.08,16.88M,5.00%,-0.204102994
29/01/2016,39.08,38.09,39.27,37.52,18.71M,2.79%,-0.161373391
01/02/2016,38.6,38.24,38.98,37.61,12.78M,-1.23%,-0.173270508
02/02/2016,36.59,37.61,38.18,36.44,15.92M,-5.21%,-0.219496587
03/02/2016,38.63,37.59,38.73,35.59,19.85M,5.58%,-0.185021097
04/02/2016,35.32,38.5,39,35.02,49.19M,-8.57%,-0.221168688
05/02/2016,32.9,34.02,34.41,31.59,46.17M,-6.85%,-0.253290967
08/02/2016,34.43,31.95,34.5,31.68,21.95M,4.65%,-0.204666205
09/02/2016,33.58,33.22,34.16,32.7,20.41M,-2.47%,-0.183365759
10/02/2016,32.34,33.29,34.38,32.05,16.64M,-3.69%,-0.196521739
11/02/2016,31.88,31.23,32.38,31.05,20.84M,-1.42%,-0.182564103
12/02/2016,32.9,32.29,33.35,31.9,14.97M,3.20%,-0.202424242
16/02/2016,32.76,33.49,33.7,32.55,12.85M,-0.43%,-0.167682927
17/02/2016,33.91,33.3,34.39,33.03,18.32M,3.51%,-0.068406593
18/02/2016,33.7,34.48,34.51,33.44,16.90M,-0.62%,-0.030215827
19/02/2016,32.87,33.15,33.28,32.09,14.64M,-2.46%,-0.109455432
22/02/2016,34.45,33.69,34.7,33.51,11.54M,4.81%,-0.085479161
23/02/2016,32.92,33.92,34.61,32.91,9.72M,-4.44%,-0.037426901
24/02/2016,32.96,32.1,33.04,31.82,10.97M,0.12%,-0.067609618
25/02/2016,33.06,33.07,33.35,31.97,10.32M,0.30%,-0.086992543
26/02/2016,34.12,33.86,34.81,33.82,11.00M,3.21%,-0.102577591
29/02/2016,33.83,34.57,34.59,33.58,10.52M,-0.85%,-0.134339816
01/03/2016,34.46,34.07,34.75,33.34,11.58M,1.86%,-0.107253886
02/03/2016,36.49,34.28,36.51,34.1,16.94M,5.89%,-0.002732987
03/03/2016,38.56,36.5,38.81,36.32,20.25M,5.67%,-0.001812063
04/03/2016,41.12,38.92,41.68,38.8,24.82M,6.64%,0.164212911
07/03/2016,41.4,41.25,42.45,40.9,17.55M,0.68%,0.258358663
08/03/2016,38.62,41.2,41.25,38.56,14.13M,-6.71%,0.121696195
09/03/2016,39.05,39.35,39.72,38.38,13.35M,1.11%,0.16289458
10/03/2016,39.03,38.87,39.14,38.36,10.86M,-0.05%,0.206864564
11/03/2016,40.52,39.8,40.66,39.73,13.66M,3.82%,0.271016311
14/03/2016,40.01,39.7,40.46,39.39,9.32M,-1.26%,0.216109422
15/03/2016,39.83,39.21,39.85,38.81,7.84M,-0.45%,0.215811966
16/03/2016,41.87,40.24,41.97,40.18,10.15M,5.12%,0.234739015
17/03/2016,43.01,42.4,43.77,42.19,12.44M,2.72%,0.276261128
18/03/2016,43.02,43.59,44.4,42.45,20.95M,0.02%,0.308792212
21/03/2016,42.58,42.73,43.41,42.16,8.41M,-1.02%,0.235994194
22/03/2016,41.92,42.25,42.78,41.91,8.25M,-1.55%,0.273390036
23/03/2016,39.85,41.29,41.68,39.81,11.23M,-4.94%,0.209041262
24/03/2016,40.04,38.93,40.1,38.53,9.22M,0.48%,0.211131276
28/03/2016,39.68,40.1,40.15,39.02,6.65M,-0.90%,0.162954279
29/03/2016,39.62,39.02,39.73,38.56,8.12M,-0.15%,0.171149867
30/03/2016,40.08,40.48,40.76,39.57,7.78M,1.16%,0.163087638
31/03/2016,40.27,39.96,40.54,39.7,9.35M,0.47%,0.103590025
01/04/2016,39.78,39.39,39.92,38.79,9.09M,-1.22%,0.031639004
04/04/2016,39.1,39.79,40.34,38.98,8.66M,-1.71%,-0.049124514
05/04/2016,39.04,38.75,39.29,38.19,7.84M,-0.15%,-0.057004831
06/04/2016,40.75,39.4,40.98,39.17,9.82M,4.38%,0.055152771
07/04/2016,40.31,40.43,41.03,39.74,7.12M,-1.08%,0.032266325
08/04/2016,41.23,41.62,41.89,40.93,8.08M,2.28%,0.056366897
11/04/2016,41.19,41.43,41.98,41.15,7.18M,-0.10%,0.016535044
12/04/2016,43.47,41.57,43.83,41.36,10.65M,5.54%,0.08647838
13/04/2016,43.58,43.63,43.96,43.01,9.40M,0.25%,0.094150138
14/04/2016,44.22,43.83,44.3,43.46,8.24M,1.47%,0.056126105
15/04/2016,43.7,43.75,44.16,43.52,8.16M,-1.18%,0.016042781
18/04/2016,45,42.09,45,42.04,9.36M,2.97%,0.046025105
19/04/2016,47.06,45.21,47.1,44.97,12.87M,4.58%,0.105213715
20/04/2016,47.08,46.73,47.66,46.09,8.50M,0.04%,0.123091603
21/04/2016,46.23,46.99,47.32,46.12,10.01M,-1.81%,0.160100376
22/04/2016,47.62,46.34,47.74,46.26,9.40M,3.01%,0.189310689
25/04/2016,46.27,47.16,47.23,45.84,11.60M,-2.83%,0.166078629
26/04/2016,48.08,46.6,48.17,46.34,10.72M,3.91%,0.213528521
27/04/2016,48.11,48.55,48.91,47.82,11.56M,0.06%,0.200349301
28/04/2016,47.67,48.13,49.35,47.5,12.33M,-0.91%,0.183759623
29/04/2016,47.79,47.9,48.83,46.95,9.02M,0.25%,0.201357466
02/05/2016,46.85,47.56,47.69,46.12,8.28M,-1.97%,0.198209719
03/05/2016,45.08,46.1,46.26,44.71,8.77M,-3.78%,0.154713115
04/05/2016,43.41,45.17,45.65,43.19,9.27M,-3.70%,0.065276074
05/05/2016,43.21,44.54,44.98,42.76,8.38M,-0.46%,0.071942446
06/05/2016,42.76,42.73,43.58,42.27,8.15M,-1.04%,0.037108901
09/05/2016,41.65,42.31,42.49,41.12,7.05M,-2.60%,0.011167759
10/05/2016,42.87,41.62,42.89,41.58,7.97M,2.93%,-0.013802622
11/05/2016,43.68,42.87,44.42,42.31,8.91M,1.89%,0.002294631
