Date,Price,Open,High,Low,Vol,Change_Short,Change_Long
08/11/2017,116.67,116.78,117.15,115.9,5.09M,-0.49%,-0.022291125
09/11/2017,117.24,115.9,117.5,115.62,5.10M,0.49%,-0.015947625
10/11/2017,117.18,116.71,117.31,116.1,5.16M,-0.05%,-0.016616314
13/11/2017,117.23,117.22,117.77,116.68,4.28M,0.04%,-0.024140514
14/11/2017,116.92,116.82,117.25,116.25,7.00M,-0.26%,-0.027449676
15/11/2017,116.45,116.21,117.23,116.07,5.37M,-0.40%,-0.014388489
16/11/2017,114.57,115.25,115.82,114.38,5.89M,-1.61%,-0.03071066
17/11/2017,114.71,114.67,114.99,113.9,4.34M,0.12%,-0.033125421
20/11/2017,114.72,114.77,115.03,114.44,4.63M,0.01%,-0.035398974
21/11/2017,115.17,115.14,115.86,114.92,4.60M,0.39%,-0.034051833
22/11/2017,115.91,115.49,116.78,115.32,3.95M,0.64%,-0.021361027
24/11/2017,116.51,116.55,116.85,116.31,1.74M,0.52%,-0.016295171
27/11/2017,115.59,115.85,116.03,115.24,4.49M,-0.79%,0.018055311
28/11/2017,116.45,115.92,116.81,115.74,4.00M,0.74%,0.018008567
29/11/2017,117.18,116.2,117.25,115.83,3.66M,0.63%,0.011131245
30/11/2017,118.99,117.26,119.15,117.23,7.90M,1.54%,0.026660915
01/12/2017,119.51,119.81,120.46,118.52,6.83M,0.44%,0.036243822
04/12/2017,120.84,119.81,122.3,119.37,7.37M,1.11%,0.050873989
05/12/2017,120.39,120.77,121.4,120.15,4.38M,-0.37%,0.028622693
06/12/2017,119.61,120.3,120.88,119.52,4.85M,-0.65%,0.020214944
07/12/2017,119.63,120,120.1,118.96,4.91M,0.02%,0.025370704
08/12/2017,119.92,120.01,120.24,119.1,4.12M,0.24%,0.022859092
11/12/2017,120.42,120.29,121.11,120.12,5.93M,0.42%,0.02764977
12/12/2017,119.68,120.63,120.74,119.56,4.30M,-0.61%,0.020899087
13/12/2017,119.93,119.43,120.17,118.68,4.40M,0.21%,0.025744099
14/12/2017,119.53,119.81,120.28,119.5,3.74M,-0.33%,0.02644912
15/12/2017,119.73,120.44,120.47,119.51,11.23M,0.17%,0.045037968
18/12/2017,119.7,119.92,121.29,119.62,4.65M,-0.03%,0.043501003
19/12/2017,119.84,120.32,120.75,119.51,4.60M,0.12%,0.044630404
20/12/2017,120.89,120.28,121.3,119.65,6.29M,0.88%,0.049665712
21/12/2017,124.82,121.39,125.35,121.07,10.11M,3.25%,0.076869985
22/12/2017,124.98,124.85,125.65,124.57,4.74M,0.13%,0.072697623
26/12/2017,125.98,125.23,126.14,125.05,3.35M,0.80%,0.089886668
27/12/2017,125.55,125.96,126.2,125.13,3.45M,-0.34%,0.078145127
28/12/2017,125.58,125.69,125.89,125.29,2.19M,0.02%,0.071684588
29/12/2017,125.19,125.36,125.98,125.19,3.83M,-0.31%,0.052105219
02/01/2018,127.58,125.71,127.74,125.54,5.63M,1.91%,0.06752573
03/01/2018,128.51,127.46,128.94,126.9,5.81M,0.73%,0.06347236
04/01/2018,128.11,127.95,128.35,127.22,4.60M,-0.31%,0.064124927
05/01/2018,127.9,127.97,128.1,127.1,4.19M,-0.16%,0.069308586
08/01/2018,128.53,127.86,128.63,127.63,4.83M,0.49%,0.074396055
09/01/2018,127.84,128.43,128.94,127.79,4.42M,-0.54%,0.066044029
10/01/2018,128.66,128.31,128.76,127.8,5.29M,0.64%,0.068427172
11/01/2018,132.57,128.92,133.32,128.76,11.64M,3.04%,0.107703877
12/01/2018,133.6,132.19,133.85,132.11,7.23M,0.78%,0.113983157
16/01/2018,132.01,133.67,133.88,131.6,6.25M,-1.19%,0.104408935
17/01/2018,132.36,132.19,132.8,130.96,5.63M,0.27%,0.105487347
18/01/2018,131.59,132.35,132.5,131.03,5.89M,-0.58%,0.099331662
19/01/2018,131.3,131.83,132,130.21,6.05M,-0.22%,0.095627503
22/01/2018,132.56,131.3,132.56,131.28,5.25M,0.96%,0.096534039
23/01/2018,131.02,132.38,132.56,130.73,5.75M,-1.16%,0.049671527
24/01/2018,131.39,131.38,132.67,131.07,6.87M,0.28%,0.051288206
25/01/2018,130.65,131.76,131.87,130.34,4.60M,-0.56%,0.037069376
26/01/2018,131.19,130.71,131.75,130.37,6.31M,0.41%,0.044922342
29/01/2018,128.48,130.06,131.58,128.32,6.35M,-2.07%,0.023092849
30/01/2018,125.23,127.61,128.01,125.19,8.08M,-2.53%,0.000319514
31/01/2018,125.35,125.42,125.81,124.05,9.63M,0.10%,-0.017479229
01/02/2018,125.57,125.6,125.63,124.06,7.84M,0.18%,-0.022877597
02/02/2018,118.58,123.95,123.95,117.64,13.18M,-5.57%,-0.074389197
05/02/2018,112.62,116.99,118.3,108.02,15.41M,-5.03%,-0.119468335
06/02/2018,117.18,111.2,117.63,110.76,18.42M,4.05%,-0.088306232
07/02/2018,115.29,117.4,119.27,115.23,11.54M,-1.61%,-0.098169587
08/02/2018,112.3,115.17,115.89,112.21,9.93M,-2.59%,-0.127156848
09/02/2018,113.5,113.34,114.62,109.5,10.92M,1.07%,-0.143848533
12/02/2018,113.98,114.8,115.85,112.91,8.36M,0.42%,-0.146856287
13/02/2018,113.29,113.34,113.61,111.86,7.07M,-0.61%,-0.141807439
14/02/2018,113.63,112.5,114.05,111.4,7.03M,0.30%,-0.141508008
15/02/2018,112.53,112.86,113.02,110.84,5.40M,-0.97%,-0.144843833
16/02/2018,112.14,112.35,112.94,111.21,5.95M,-0.35%,-0.145925362
20/02/2018,110.98,112.28,112.76,110.58,6.81M,-1.03%,-0.162794206
21/02/2018,109.06,111.14,112.06,109.06,6.89M,-1.73%,-0.167607999
22/02/2018,109.89,109.55,111.44,108.9,8.18M,0.76%,-0.16363498
23/02/2018,112.59,110.46,112.74,110.25,6.46M,2.46%,-0.138231917
26/02/2018,114.6,113.18,114.66,112.85,7.41M,1.79%,-0.126457809
27/02/2018,113.61,114.87,116.05,113.61,6.06M,-0.86%,-0.115737858
28/02/2018,111.92,115.02,115.46,111.88,7.44M,-1.49%,-0.106284437
01/03/2018,112.04,111.53,113.9,110.97,7.52M,0.11%,-0.106182688
02/03/2018,111.64,111.5,112.18,109.83,6.61M,-0.36%,-0.11093414
05/03/2018,113.15,111.4,113.33,111.02,7.81M,1.35%,-0.04579187
06/03/2018,113.65,113.85,115.52,113.02,7.96M,0.44%,0.0091458
07/03/2018,113.84,112.95,115.08,112.63,6.66M,0.17%,-0.028503158
08/03/2018,113.35,114.6,114.75,112.6,6.10M,-0.43%,-0.016827132
09/03/2018,117.22,114.31,117.39,114.24,8.83M,3.41%,0.04381122
12/03/2018,116.79,117.5,118.35,116.56,6.88M,-0.37%,0.028986784
13/03/2018,116.46,117.23,118.18,116,6.79M,-0.28%,0.021758203
14/03/2018,115.13,116.98,117.45,114.86,5.05M,-1.14%,0.016241504
15/03/2018,115.58,115.36,116.21,114.75,4.52M,0.39%,0.017160961
16/03/2018,115.4,115.4,116.19,114.56,14.91M,-0.16%,0.02550431
19/03/2018,113.89,115.07,115.23,113.22,4.80M,-1.31%,0.015605493
20/03/2018,114.5,114.55,115.7,114.44,4.59M,0.54%,0.031717427
21/03/2018,117.04,114.98,118.11,114.8,6.83M,2.22%,0.073170732
22/03/2018,113.7,115.55,115.74,113.48,6.30M,-2.85%,0.034671035
23/03/2018,112.98,114.37,115.77,112.7,6.23M,-0.63%,0.003463896
26/03/2018,115.35,114.24,115.58,113.25,6.87M,2.10%,0.006544503
27/03/2018,114.66,115.75,116.86,113.98,5.53M,-0.60%,0.009242144
28/03/2018,112.1,114.93,115.26,112.06,6.99M,-2.23%,0.001608292
29/03/2018,114.04,112.29,114.43,112.28,6.63M,1.73%,0.017850768
02/04/2018,112.24,113.89,114.39,110.54,6.23M,-1.58%,0.005374418
03/04/2018,114.83,112.52,114.98,112.09,6.72M,2.31%,0.014847548
04/04/2018,114.48,113.05,114.79,112.43,5.73M,-0.30%,0.007303124
05/04/2018,117.29,114.88,117.89,114.7,7.20M,2.45%,0.030305692
06/04/2018,114.76,116.38,117.01,113.39,7.09M,-2.16%,0.012439347
09/04/2018,115.98,115.3,117.17,114.88,6.93M,1.06%,-0.0105784
10/04/2018,118.85,117.6,119.83,117.6,7.65M,2.47%,0.017638496
11/04/2018,119.25,118.69,119.38,117.75,6.25M,0.34%,0.023956723
12/04/2018,119.23,119.71,120.67,118.65,6.70M,-0.02%,0.035611917
13/04/2018,119.92,119.52,120.79,119.22,5.51M,0.58%,0.037549749
16/04/2018,120.7,120.6,121.71,119.77,4.60M,0.65%,0.04592721
17/04/2018,121.46,120.94,122,120.56,6.49M,0.63%,0.066467644
18/04/2018,123.82,122.46,124.89,122.4,9.13M,1.94%,0.08139738
19/04/2018,123.71,123.97,125,123.21,7.16M,-0.09%,0.056989064
20/04/2018,122.31,123.38,123.46,121.46,7.56M,-1.13%,0.075725594
23/04/2018,123.58,122,123.61,121.8,6.11M,1.04%,0.093821915
24/04/2018,122.54,124.36,125.04,121.75,7.98M,-0.84%,0.062332033
25/04/2018,122.72,122.34,122.9,121.12,5.33M,0.15%,0.070294785
26/04/2018,124.22,122.67,124.3,122.3,6.27M,1.22%,0.108117752
27/04/2018,126.62,125.5,127.05,124.68,8.84M,1.93%,0.110312171
30/04/2018,125.11,127.02,127.9,125.05,7.63M,-1.19%,0.114665004
01/05/2018,124.86,124.03,124.92,123.08,7.09M,-0.20%,0.087346512
02/05/2018,125.49,124.2,126.47,124.09,5.91M,0.50%,0.096174004
03/05/2018,126.01,124.59,126.12,123.83,6.73M,0.41%,0.074345639
04/05/2018,125.53,125.21,126.84,124.71,5.40M,-0.38%,0.093848031
07/05/2018,124.94,126.59,128.4,124.44,7.00M,-0.47%,0.077254699
08/05/2018,126.57,124.93,126.75,123.63,8.94M,1.30%,0.064955827
09/05/2018,128.72,128.42,130.42,128.09,11.44M,1.70%,0.079412998
10/05/2018,128.82,129.69,129.81,128.39,5.45M,0.08%,0.080432777
11/05/2018,129.84,129.39,130.76,128.52,8.09M,0.79%,0.082721815
14/05/2018,130.39,130.25,131.08,129.8,6.21M,0.42%,0.08028169
15/05/2018,129.74,130.24,130.27,129.25,5.20M,-0.50%,0.068170591
16/05/2018,129.56,129.29,129.72,128.3,5.41M,-0.14%,0.046357616
17/05/2018,129.46,128.76,129.57,128.38,5.24M,-0.08%,0.04647967
18/05/2018,127.86,128.92,129.15,127.8,6.39M,-1.24%,0.045376502
21/05/2018,129.37,128.79,129.41,128.27,5.08M,1.18%,0.046852241
22/05/2018,128.23,129.09,130.39,128.1,5.44M,-0.88%,0.046433818
23/05/2018,128.7,127.09,128.79,126.55,6.02M,0.37%,0.048728814
24/05/2018,126.61,127.4,127.4,125.85,5.91M,-1.62%,0.019240058
25/05/2018,122.19,124.54,124.76,121.22,8.94M,-3.49%,-0.034986574
29/05/2018,121.39,121.1,122.43,120.06,7.39M,-0.65%,-0.029733834
30/05/2018,125.16,122.65,125.67,122.34,7.13M,3.11%,0.002402691
31/05/2018,124.3,124.08,124.82,123.46,7.46M,-0.69%,-0.009482827
01/06/2018,123.85,125.49,125.55,123.43,5.75M,-0.36%,-0.017141497
04/06/2018,122.26,124.53,125.41,122.17,5.76M,-1.28%,-0.02604955
05/06/2018,122.73,122.01,123.71,121.55,5.67M,0.38%,-0.01768849
06/06/2018,123.38,123.12,123.69,122.06,6.21M,0.53%,-0.025203445
07/06/2018,126.96,124.54,127.98,124.41,8.61M,2.90%,-0.013673089
08/06/2018,126.44,127.12,127.38,125.68,5.11M,-0.41%,-0.018475392
11/06/2018,127.56,126.77,128.19,125.86,6.09M,0.89%,-0.017560074
12/06/2018,127.08,127.64,128.38,126.33,4.54M,-0.38%,-0.025385382
13/06/2018,127.07,126.81,127.82,126.09,6.32M,-0.01%,-0.020579621
14/06/2018,126.51,127.38,127.96,126.38,5.06M,-0.44%,-0.023541216
15/06/2018,124.04,127.1,127.12,123.84,13.22M,-1.95%,-0.041866214
18/06/2018,125.97,124.35,126.98,124.1,7.71M,1.56%,-0.014781793
19/06/2018,125.54,124.32,125.89,123.88,5.95M,-0.34%,-0.029605009
20/06/2018,125.29,126.12,126.46,124.3,7.98M,-0.20%,-0.022927552
21/06/2018,122.59,124.5,124.59,122.16,7.29M,-2.16%,-0.047474747
22/06/2018,125.1,125.41,126.57,124.82,8.91M,2.05%,-0.011926388
25/06/2018,122.61,124.43,124.64,121.93,5.80M,-1.99%,0.00343727
26/06/2018,124.16,123.03,124.61,122.57,4.59M,1.26%,0.022819013
27/06/2018,126,125.15,127.42,125.06,6.34M,1.48%,0.006711409
28/06/2018,125.66,126.54,126.86,125,3.81M,-0.27%,0.010941271
29/06/2018,126.43,125.74,127.73,125.74,5.67M,0.61%,0.020831651
02/07/2018,124.25,125.28,125.29,123.56,5.07M,-1.72%,0.016276787
03/07/2018,124.73,125.46,126.69,124.55,3.92M,0.39%,0.016295934
05/07/2018,123.98,126.11,126.25,123.82,5.93M,-0.60%,0.004863025
06/07/2018,124.14,123.52,124.52,123.19,4.02M,0.13%,-0.02221172
09/07/2018,125.99,125,126.28,124.69,4.60M,1.49%,-0.003559
10/07/2018,127.59,127.33,128.51,126.75,5.09M,1.27%,0.000235183
11/07/2018,123.52,126.23,126.68,122.97,6.63M,-3.19%,-0.02801385
12/07/2018,124.26,124.44,124.95,123.59,3.75M,0.60%,-0.022113796
13/07/2018,124.04,124.2,124.88,123.63,3.35M,-0.18%,-0.019524148
16/07/2018,122.98,123.01,123.88,121.88,4.32M,-0.85%,-0.00854563
17/07/2018,121.91,122.36,122.96,121.8,4.14M,-0.87%,-0.032229896
18/07/2018,121.53,121.24,121.67,119.67,6.06M,-0.31%,-0.031942011
