Date,Price,Open,High,Low,Vol,Change_Short,Change_Long
29/01/2015,103,104.24,104.63,101.66,13.99M,-0.68%,-0.089382018
30/01/2015,102.53,101.6,103.28,98.88,20.58M,-0.46%,-0.086022464
02/02/2015,106.06,103.98,106.13,102.97,11.54M,3.44%,-0.057914372
03/02/2015,109.53,107.7,110.11,107.67,14.27M,3.27%,0.013415988
04/02/2015,108.35,108.49,109.28,107.39,10.18M,-1.08%,0.00296214
05/02/2015,109.31,109.57,110.11,108.57,7.53M,0.89%,0.012692236
06/02/2015,109.61,109.66,110.46,109.11,7.66M,0.27%,-0.00724572
09/02/2015,110.43,109.84,111.5,109.65,6.40M,0.75%,0.020515664
10/02/2015,110.18,110.52,110.62,108.09,7.03M,-0.23%,0.040612014
11/02/2015,109.98,108.98,110.18,108.29,8.66M,-0.18%,0.05547025
12/02/2015,110.86,110.28,111.05,109.82,6.62M,0.80%,0.066987488
13/02/2015,112.78,111.35,112.84,111.1,7.49M,1.73%,0.098470829
17/02/2015,112.4,112.31,112.93,111.52,7.10M,-0.34%,0.069254186
18/02/2015,110.44,111.25,111.65,110.37,6.92M,-1.74%,0.037287499
19/02/2015,108.35,108.2,109.58,107.24,9.72M,-1.89%,0.001756657
20/02/2015,108.6,108.43,108.87,107.5,7.61M,0.23%,-0.002937936
23/02/2015,107.86,107.79,108.5,107.35,6.72M,-0.68%,0.009452504
24/02/2015,107.96,107.89,108.24,107.34,5.71M,0.09%,-0.008449669
25/02/2015,108.58,108.12,108.78,107.76,4.81M,0.57%,0.002955847
26/02/2015,107.06,107.89,107.92,106.6,5.90M,-1.40%,0.03230161
27/02/2015,106.68,107.52,107.73,106.57,6.40M,-0.35%,0.035728155
02/03/2015,105.9,106.32,106.34,104.93,7.34M,-0.73%,0.032868429
03/03/2015,105.16,105.88,106.22,104.81,6.90M,-0.70%,-0.008485763
04/03/2015,105.16,105.64,105.64,104.44,5.78M,0.00%,-0.039897745
05/03/2015,104.73,105.01,105.31,104.33,5.16M,-0.41%,-0.033410245
06/03/2015,103.55,104.22,104.52,103.17,7.21M,-1.13%,-0.052694173
09/03/2015,103.95,103.6,105.63,103.5,7.51M,0.39%,-0.051637624
10/03/2015,102.91,103.79,104.55,102.33,10.68M,-1.00%,-0.068097437
11/03/2015,103.54,103.52,103.89,102.45,8.44M,0.61%,-0.060265021
12/03/2015,102.42,104.22,104.51,102.3,5.90M,-1.08%,-0.068739771
13/03/2015,101.62,101.84,101.84,100.66,8.35M,-0.78%,-0.083348367
16/03/2015,103.13,101.44,103.27,101,6.78M,1.49%,-0.085564816
17/03/2015,103.17,102.3,103.55,102.1,7.10M,0.04%,-0.082117438
18/03/2015,106.7,102.61,106.88,102.37,11.06M,3.42%,-0.033864542
19/03/2015,104.75,105.1,105.4,104.65,7.84M,-1.83%,-0.033225658
20/03/2015,107.03,105.29,107.26,105.11,14.06M,2.18%,-0.014456722
23/03/2015,105.92,107.51,107.69,105.92,6.81M,-1.04%,-0.017986279
24/03/2015,104.2,105.92,106.19,104.16,6.68M,-1.62%,-0.034827714
25/03/2015,105.67,104.66,106.19,104.33,9.17M,1.41%,-0.026800516
26/03/2015,105.25,106.28,106.52,104.16,7.28M,-0.40%,-0.016906408
27/03/2015,104.28,104.99,104.99,103.67,5.83M,-0.92%,-0.022497188
30/03/2015,106.9,104.97,107.21,104.97,7.17M,2.51%,0.009442871
31/03/2015,104.98,105.62,106.07,104.88,7.25M,-1.80%,-0.001711677
01/04/2015,104.79,105.77,106.22,104.5,7.35M,-0.18%,-0.003518448
02/04/2015,105.28,104.45,105.68,104.08,5.12M,0.47%,0.005251599
06/04/2015,106.92,106.03,107.86,105.22,6.72M,1.56%,0.032544664
07/04/2015,108.54,106.97,109.09,106.62,8.54M,1.52%,0.044155844
08/04/2015,106.66,108.86,108.92,106.52,7.89M,-1.73%,0.036439607
09/04/2015,106.95,106.8,107.24,106.18,5.76M,0.27%,0.032934132
10/04/2015,106.91,107.47,107.66,106.81,5.01M,-0.04%,0.043839094
13/04/2015,106.5,107.35,107.9,106.44,4.31M,-0.38%,0.048022043
14/04/2015,108.84,107.7,109.09,107.26,7.26M,2.20%,0.055367013
15/04/2015,110.41,109.59,110.69,109.38,6.70M,1.44%,0.070175439
16/04/2015,110.16,109.9,110.94,109,5.90M,-0.23%,0.032427366
17/04/2015,109.11,109.36,109.69,108.26,6.55M,-0.95%,0.041622912
20/04/2015,110.29,109.57,111.71,109.55,7.15M,1.08%,0.03045875
21/04/2015,109.73,110.05,110.74,109.31,5.67M,-0.51%,0.035970544
22/04/2015,109.5,110.05,110.44,109.21,5.64M,-0.21%,0.050863724
23/04/2015,109.97,110,110.65,109.6,6.94M,0.43%,0.040692723
24/04/2015,109.87,109.67,110.04,109.03,4.99M,-0.09%,0.043895487
27/04/2015,109.7,110.34,110.74,109.54,4.86M,-0.15%,0.051975451
28/04/2015,111.12,110.05,111.24,109.65,5.32M,1.29%,0.039476146
29/04/2015,111.73,110.82,111.99,110.68,5.67M,0.55%,0.064297962
30/04/2015,111.06,112.04,112.2,110.44,6.67M,-0.60%,0.059833954
01/05/2015,109.04,110.28,110.8,108.34,10.36M,-1.82%,0.035714286
04/05/2015,108.32,109.38,109.41,107.99,7.66M,-0.66%,0.013093902
05/05/2015,108,109.24,109.93,108,6.46M,-0.30%,-0.004975124
06/05/2015,107.95,109.24,109.53,107.3,5.82M,-0.05%,0.012094506
07/05/2015,107.57,107.69,108.2,106.69,5.80M,-0.35%,0.005797101
08/05/2015,108.65,108.29,108.8,107.4,7.08M,1.00%,0.016275372
11/05/2015,107.36,108.65,108.69,107.3,6.00M,-1.19%,0.008075117
12/05/2015,107.56,107.44,108,107.1,5.03M,0.19%,-0.011760382
13/05/2015,107.7,107.98,108.47,107.3,5.52M,0.13%,-0.024544878
14/05/2015,108.45,108.02,109.3,108.02,9.75M,0.70%,-0.015522876
15/05/2015,108.03,107.21,108.33,106.94,5.64M,-0.39%,-0.009898268
18/05/2015,106.65,107.5,107.51,106.58,6.39M,-1.28%,-0.033003899
19/05/2015,105.02,106.05,106.31,105,7.93M,-1.53%,-0.04292354
20/05/2015,105.25,105.42,105.9,104.76,6.52M,0.22%,-0.038812785
21/05/2015,105.49,105.97,106.27,105.3,6.55M,0.23%,-0.040738383
22/05/2015,104.89,105.09,105.55,104.86,4.72M,-0.57%,-0.045326295
26/05/2015,103.29,104.22,104.44,102.93,8.01M,-1.53%,-0.058432088
27/05/2015,103.11,103.2,103.78,102.73,5.86M,-0.17%,-0.072084233
28/05/2015,103.24,102.96,103.42,102.38,5.10M,0.13%,-0.075986754
29/05/2015,103,103.14,103.57,102.67,6.67M,-0.23%,-0.072573384
01/06/2015,102.63,103.47,103.75,102.49,5.41M,-0.36%,-0.058785767
02/06/2015,102.58,102.65,103.11,102.11,5.04M,-0.05%,-0.052991137
03/06/2015,102.17,102.4,103.38,102.12,5.18M,-0.40%,-0.053981481
04/06/2015,101.39,101.89,102.37,100.98,6.90M,-0.76%,-0.060768874
05/06/2015,101.59,101.18,103.1,100.99,6.08M,0.20%,-0.055591708
08/06/2015,100.42,101.29,101.39,99.95,8.21M,-1.15%,-0.075747814
09/06/2015,100.42,100.7,101.25,100.22,7.16M,0.00%,-0.064642325
10/06/2015,101.83,102.52,102.58,101.52,7.59M,1.40%,-0.053272592
11/06/2015,101.12,101.87,102.2,100.94,5.58M,-0.70%,-0.061095636
12/06/2015,99.87,100.52,100.69,99.63,6.48M,-1.24%,-0.079114799
15/06/2015,99.29,99.45,100.06,99.13,6.18M,-0.58%,-0.080903453
16/06/2015,100.04,99.2,100.44,98.81,8.76M,0.76%,-0.061978434
17/06/2015,99.76,100.83,101.17,99.52,8.23M,-0.28%,-0.050085698
18/06/2015,100.25,100.26,100.9,100.15,7.17M,0.49%,-0.047505938
19/06/2015,99.47,99.72,100.17,99.46,10.51M,-0.78%,-0.057067021
22/06/2015,100.29,99.83,100.37,99.37,6.42M,0.82%,-0.043855468
23/06/2015,100.09,99.96,100.43,99.54,5.70M,-0.20%,-0.030980734
24/06/2015,99.27,99.98,100.68,99.27,7.45M,-0.82%,-0.037241781
25/06/2015,98.34,99.45,99.66,98.29,6.06M,-0.94%,-0.047462224
26/06/2015,98.6,98.24,98.69,97.81,10.02M,0.26%,-0.042718447
29/06/2015,96.69,97.5,97.96,96.6,8.76M,-1.94%,-0.057877814
30/06/2015,96.47,97.45,97.66,96.22,9.93M,-0.23%,-0.059563268
01/07/2015,96.09,96.3,96.62,95.55,7.30M,-0.39%,-0.059508662
02/07/2015,95.87,96.36,96.67,95.72,6.42M,-0.23%,-0.054443239
06/07/2015,94.77,95.06,95.56,94.48,8.34M,-1.15%,-0.067132592
07/07/2015,95.27,94.41,95.48,93.5,11.77M,0.53%,-0.051284605
08/07/2015,93.56,94.59,95.09,93.26,7.72M,-1.79%,-0.068313085
09/07/2015,93.78,94.9,95.21,93.76,7.91M,0.24%,-0.079053324
10/07/2015,94.41,94.53,94.95,94.07,5.63M,0.67%,-0.066356804
13/07/2015,94.6,94.31,94.89,94.15,5.04M,0.20%,-0.052768599
14/07/2015,95.55,94.4,95.79,94.39,5.22M,1.00%,-0.037667439
15/07/2015,94.24,95.04,95.7,93.89,6.49M,-1.37%,-0.057976809
16/07/2015,94.48,94.28,94.73,93.9,6.42M,0.25%,-0.052927025
17/07/2015,93.15,94.23,94.39,92.9,8.21M,-1.41%,-0.070822943
20/07/2015,92.94,93.3,93.49,92.59,6.02M,-0.23%,-0.065647934
21/07/2015,93.9,93,94.14,93,7.04M,1.03%,-0.063715226
22/07/2015,93.51,93.51,94.33,93.29,9.33M,-0.42%,-0.065740833
23/07/2015,92.94,93.57,94.07,92.7,7.36M,-0.61%,-0.063765488
24/07/2015,90.6,92.78,92.78,90.35,11.16M,-2.52%,-0.078706528
27/07/2015,89.14,89.86,90.09,88.74,10.34M,-1.61%,-0.095943205
28/07/2015,92.4,89.45,92.69,89.43,11.54M,3.66%,-0.044368601
29/07/2015,93.25,91.98,93.4,91.44,9.82M,0.92%,-0.033378252
30/07/2015,93.03,93.45,93.81,92.75,6.44M,-0.24%,-0.031845145
31/07/2015,88.48,91.52,91.75,88.01,19.06M,-4.89%,-0.077083551
03/08/2015,85.6,87.28,87.33,85.32,14.14M,-3.25%,-0.096760578
04/08/2015,85.21,85.74,86.9,84.68,8.54M,-0.46%,-0.105594626
05/08/2015,84.03,85.44,86,83.87,11.25M,-1.38%,-0.101859769
06/08/2015,85.19,83.56,85.58,82.89,9.81M,1.38%,-0.091597356
07/08/2015,83.75,84.71,85.26,83.43,7.42M,-1.69%,-0.112911768
10/08/2015,85.89,84.2,86.1,83.88,8.34M,2.56%,-0.092071882
11/08/2015,85.78,84.38,85.98,83.6,9.80M,-0.13%,-0.102250131
12/08/2015,86.79,85,87.11,84.92,11.38M,1.18%,-0.07905348
13/08/2015,85.85,86.03,86.34,85.45,9.56M,-1.08%,-0.091342083
14/08/2015,85.99,85.78,86.42,85.29,7.75M,0.16%,-0.076865271
17/08/2015,83.23,84.46,84.51,83.11,12.60M,-3.21%,-0.104476006
18/08/2015,83.44,83.08,83.77,82.82,9.09M,0.25%,-0.111395101
19/08/2015,80.91,82.87,82.91,80.67,13.13M,-3.03%,-0.134744947
20/08/2015,79.24,80.66,81.29,79.24,11.86M,-2.06%,-0.147406929
21/08/2015,75.76,78.87,79.59,75.71,18.38M,-4.39%,-0.163796909
24/08/2015,72.12,70.55,75.38,69.58,24.19M,-4.80%,-0.190935607
25/08/2015,70.02,74.93,75.02,69.84,21.13M,-2.91%,-0.242207792
26/08/2015,73.09,71.72,73.1,70.94,17.40M,4.38%,-0.216193029
27/08/2015,77.64,75,78.12,74.56,21.54M,6.23%,-0.165430506
28/08/2015,80.43,77.72,81.2,77.58,23.74M,3.59%,-0.090981013
31/08/2015,80.99,80.01,81.08,77.92,16.88M,0.70%,-0.05385514
01/09/2015,78.19,78.76,79.39,77.52,17.95M,-3.46%,-0.082384697
02/09/2015,78.06,79.75,79.75,77.23,14.26M,-0.17%,-0.071046055
03/09/2015,78.26,78.7,79.42,77.69,12.28M,0.26%,-0.081347576
04/09/2015,76.67,77.3,77.63,76.45,11.21M,-2.03%,-0.084537313
08/09/2015,76.84,77.53,77.56,76.24,9.32M,0.22%,-0.10536733
09/09/2015,74.92,77.43,78.2,74.75,11.30M,-2.50%,-0.126602938
10/09/2015,75.66,75.73,75.8,74.31,11.48M,0.99%,-0.128240581
11/09/2015,75.79,75.94,76.25,75.09,11.03M,0.17%,-0.11718113
14/09/2015,75.77,75.52,76,74.96,10.24M,-0.03%,-0.118851029
15/09/2015,77.17,76.43,77.69,76.21,11.68M,1.85%,-0.072810285
16/09/2015,79.02,77.82,79.21,77.77,12.59M,2.40%,-0.052972196
17/09/2015,79.41,79.12,80.47,78.6,12.32M,0.49%,-0.018539118
18/09/2015,77.74,77.91,78.7,76.97,18.64M,-2.10%,-0.018929833
21/09/2015,78.09,78.3,78.73,77.84,8.52M,0.45%,0.030755016
22/09/2015,77.25,76.84,77.69,76.49,9.69M,-1.08%,0.071131448
23/09/2015,76.12,77.4,77.53,75.76,9.04M,-1.46%,0.087117966
24/09/2015,76.89,75.45,77.31,75.1,10.30M,1.01%,0.051990696
25/09/2015,77.7,77.87,78.16,76.92,10.86M,1.05%,0.000772798
28/09/2015,75.77,76.66,76.93,75.75,10.57M,-2.48%,-0.05793858
29/09/2015,76.25,76.04,76.66,75.28,8.80M,0.63%,-0.058525744
30/09/2015,78.88,77.15,79.02,77,14.11M,3.45%,0.008824658
01/10/2015,78.34,79.72,80.89,77.81,11.11M,-0.68%,0.003586984
02/10/2015,81.55,77.74,81.55,77.31,13.05M,4.10%,0.042039356
05/10/2015,84.03,82.41,84.19,82.35,14.20M,3.04%,0.095995826
06/10/2015,86.99,84.18,87.63,84.07,18.90M,3.52%,0.13209266
07/10/2015,88.12,88.25,89.51,86.28,17.69M,1.30%,0.176187934
08/10/2015,89.91,87.89,90.14,87.8,11.30M,2.03%,0.188342585
09/10/2015,89.57,90.2,90.4,88.67,10.01M,-0.38%,0.181818182
12/10/2015,88.74,89.86,89.98,87.87,7.92M,-0.93%,0.171175927
13/10/2015,88.38,87.8,88.94,87.29,8.01M,-0.41%,0.145263704
14/10/2015,89.76,88.23,89.97,87.71,9.73M,1.56%,0.135914958
15/10/2015,90.72,89.65,90.87,88.44,8.96M,1.07%,0.142425387
16/10/2015,91.29,91.55,91.66,90.02,7.82M,0.63%,0.174298945
19/10/2015,90.03,90.36,90.54,89.22,8.90M,-1.38%,0.152900499
20/10/2015,89.99,89.5,90.49,89.39,8.22M,-0.04%,0.164919094
21/10/2015,89.33,89.44,90.63,89.14,7.43M,-0.73%,0.173541776
22/10/2015,91.62,89.74,91.81,89.74,8.97M,2.56%,0.191572376
23/10/2015,91.24,90.75,91.93,90.09,8.13M,-0.41%,0.174259974
26/10/2015,88.77,90.87,90.88,88.58,8.61M,-2.71%,0.171571862
27/10/2015,87.7,87.73,87.96,86.74,9.33M,-1.21%,0.150163934
28/10/2015,89.79,88.21,90.12,87.92,8.24M,2.38%,0.138311359
29/10/2015,89.89,89.32,90.93,89.14,6.69M,0.11%,0.147434261
30/10/2015,90.88,91.14,91.98,89.41,11.56M,1.10%,0.114408338
02/11/2015,94.96,90.61,95.28,90.48,14.28M,4.49%,0.130072593
03/11/2015,98.14,95.42,98.64,95.42,17.67M,3.35%,0.128175652
04/11/2015,96.77,98.02,98.1,96.08,11.93M,-1.40%,0.098161598
05/11/2015,94.55,96.05,96.55,94.33,11.18M,-2.29%,0.051607163
06/11/2015,94.03,93.71,94.07,91.76,9.63M,-0.55%,0.049793458
09/11/2015,92.32,93.48,94.45,92.1,7.66M,-1.82%,0.040342574
10/11/2015,93.23,92.1,93.5,91.84,6.82M,0.99%,0.054876669
11/11/2015,92.19,93.39,93.71,91.86,6.09M,-1.12%,0.027072193
12/11/2015,89.86,90.75,91.15,89.25,8.95M,-2.53%,-0.009479718
13/11/2015,88.68,89.57,89.97,88.19,7.68M,-1.31%,-0.028590207
16/11/2015,91.45,87.79,91.47,87.79,10.10M,3.12%,0.01577252
17/11/2015,91.03,91.27,92.5,90.7,7.58M,-0.46%,0.01155684
18/11/2015,92.21,91.44,92.75,91.03,6.89M,1.30%,0.032240009
19/11/2015,90.83,92.03,92.37,90.43,6.10M,-1.50%,-0.008622571
20/11/2015,89.01,90.64,91.31,88.81,8.56M,-2.00%,-0.024441035
23/11/2015,90.01,88.65,90.44,88.11,6.89M,1.12%,0.013968683
24/11/2015,91.35,90.19,92.3,89.8,8.55M,1.49%,0.041619156
25/11/2015,90.87,90.71,91.32,90.16,5.42M,-0.53%,0.012028065
27/11/2015,90.37,90.25,90.84,90.05,2.55M,-0.55%,0.00533986
30/11/2015,91.32,90.64,91.96,90.44,12.18M,1.05%,0.004841549
01/12/2015,92.48,90.97,92.65,90.97,6.98M,1.27%,-0.026116259
02/12/2015,90.25,92.6,92.69,90.03,11.83M,-2.41%,-0.080395354
03/12/2015,88.85,90.81,91.42,88.36,11.00M,-1.55%,-0.081843547
04/12/2015,89.71,87.9,89.82,86.49,13.17M,0.97%,-0.051189847
07/12/2015,87.28,87.48,87.94,84.9,15.38M,-2.71%,-0.0717856
08/12/2015,86.44,85.81,88,84.25,13.40M,-0.96%,-0.063691508
09/12/2015,87.6,86.67,90.14,86.3,14.68M,1.34%,-0.060388287
10/12/2015,89.3,88,90.46,87.61,14.53M,1.94%,-0.031348302
11/12/2015,86.44,87.85,87.91,86.09,13.19M,-3.20%,-0.038059203
14/12/2015,89.33,86.3,89.59,85.41,12.43M,3.34%,0.007329725
15/12/2015,92.76,90.58,93.4,90.55,19.16M,3.84%,0.014324768
16/12/2015,93.44,92.58,93.82,90.81,16.92M,0.73%,0.026474789
17/12/2015,90.54,93.5,94,90.4,14.08M,-3.10%,-0.018110834
18/12/2015,89.81,90.06,91.27,89.3,20.17M,-0.81%,-0.01122977
21/12/2015,89.24,90.4,90.7,88.21,12.85M,-0.63%,0.002583979
22/12/2015,90.27,89.12,90.79,88.3,9.66M,1.15%,0.002888568
23/12/2015,93.81,92.2,93.85,91.57,11.17M,3.92%,0.026929392
24/12/2015,92.05,93.95,93.95,92.01,5.00M,-1.88%,0.012985584
28/12/2015,90.36,90.31,90.72,89.69,6.80M,-1.84%,-0.000110656
29/12/2015,91.25,91.89,92.58,91.07,6.47M,0.98%,-0.000766535
30/12/2015,90.09,90.1,90.98,89.89,5.60M,-1.27%,-0.025843426
31/12/2015,89.96,89.38,90.86,89.02,6.99M,-0.14%,-0.003213296
04/01/2016,88.85,89.53,90.11,87.57,11.40M,-1.23%,0
05/01/2016,89.61,89.05,89.65,87.84,7.88M,0.86%,-0.001114703
06/01/2016,86.07,87.44,87.78,85.16,14.51M,-3.95%,-0.013863428
07/01/2016,83.02,84.55,85.75,82.67,15.37M,-3.54%,-0.039565016
08/01/2016,82.13,83.39,83.84,81.22,11.89M,-1.07%,-0.062442922
11/01/2016,80.77,82.85,82.97,79.77,14.37M,-1.66%,-0.095520717
12/01/2016,82.15,82.2,82.4,79.69,13.48M,1.71%,-0.049629801
13/01/2016,81.33,83.16,84.25,80.01,15.55M,-1.00%,-0.08955558
14/01/2016,85.47,81.95,86.17,80.95,16.43M,5.09%,-0.078589909
15/01/2016,83.67,81.64,83.81,80.87,17.87M,-2.11%,-0.104559075
19/01/2016,81.51,84.17,84.75,80.79,13.16M,-2.58%,-0.099734924
20/01/2016,78.98,79.98,80.31,75.33,26.15M,-3.10%,-0.120587908
21/01/2016,81.05,78.8,81.65,78.02,16.11M,2.62%,-0.091774989
22/01/2016,83.54,84.46,85.19,81.72,15.72M,3.07%,-0.074554115
25/01/2016,80.89,82.29,84.29,80.8,12.37M,-3.17%,-0.137725189
26/01/2016,84.12,81.97,84.5,81.35,12.19M,3.99%,-0.086148832
27/01/2016,83.29,83.95,86.1,82.36,12.38M,-0.99%,-0.078242585
28/01/2016,85.92,85.75,86.69,83.7,13.02M,3.16%,-0.058410959
29/01/2016,86.47,84.05,86.71,82.95,20.25M,0.64%,-0.04018204
01/02/2016,85.29,85.15,86.09,84.24,10.96M,-1.36%,-0.051911961
02/02/2016,81.24,82.71,83.04,80.96,13.33M,-4.75%,-0.085649972
03/02/2016,84.62,82.39,84.63,79.85,13.96M,4.16%,-0.055685749
04/02/2016,84.79,84.59,86.19,83.83,12.82M,0.20%,-0.014871616
05/02/2016,82.88,83.94,84.29,82.26,15.09M,-2.25%,-0.001686341
08/02/2016,85.99,81.76,86.7,81.1,17.71M,3.75%,0.046998661
09/02/2016,82.92,85.08,85.79,82.17,12.61M,-3.57%,0.026618794
10/02/2016,83.04,82.77,83.9,81.5,12.11M,0.14%,0.010833841
11/02/2016,82.99,81.6,83.66,80.64,12.74M,-0.06%,0.020410673
12/02/2016,85.43,83.8,85.58,83.2,9.84M,2.94%,-0.000468
16/02/2016,84.81,85.23,85.39,83.31,10.63M,-0.73%,0.013624955
17/02/2016,88.31,85.41,88.66,85.02,12.71M,4.13%,0.083425347
18/02/2016,86.73,88.75,89.25,86.61,9.52M,-1.79%,0.098126108
19/02/2016,86.5,86.33,86.54,84.8,9.78M,-0.27%,0.067242443
22/02/2016,88.82,87.87,89.84,87.5,10.30M,2.68%,0.063203256
23/02/2016,84.91,88.39,88.48,84.7,10.66M,-4.40%,0.04969712
24/02/2016,85.27,83.33,85.49,82.9,9.78M,0.42%,0.013670946
25/02/2016,85.3,85.67,85.71,83.74,9.45M,0.04%,0.024132549
26/02/2016,84.35,86.97,87.1,84.28,9.37M,-1.11%,-0.018272812
29/02/2016,83.44,84.94,85.19,83.07,11.55M,-1.08%,-0.035041055
01/03/2016,86.13,84.12,86.53,83.37,11.61M,3.22%,0.009848751
02/03/2016,87.14,85.4,87.18,84.4,9.64M,1.17%,0.072624323
03/03/2016,87.53,87,87.57,86.05,8.53M,0.45%,0.034389033
04/03/2016,87.93,87.42,88.62,86.7,9.33M,0.46%,0.037032669
07/03/2016,90.67,87.94,90.76,87.55,12.78M,3.12%,0.093991313
08/03/2016,88.74,90.38,91.08,88.33,10.51M,-2.13%,0.031980463
09/03/2016,92.82,89.7,94.64,89.47,19.32M,4.60%,0.119392185
10/03/2016,93.94,92.79,93.95,92.02,12.09M,1.21%,0.131262042
11/03/2016,94.58,94.95,96.14,93.38,14.10M,0.68%,0.13965538
14/03/2016,94.26,93.57,94.83,93.09,6.90M,-0.34%,0.103359476
15/03/2016,94.27,93.15,94.4,92.25,7.01M,0.01%,0.11154345
16/03/2016,95.4,94.72,96.14,93.72,9.97M,1.20%,0.080285358
17/03/2016,96.89,96.25,97.74,95.29,10.68M,1.56%,0.117145163
18/03/2016,97.69,97.85,97.91,95.86,14.44M,0.83%,0.129364162
21/03/2016,96.44,97.02,97.54,95.91,8.04M,-1.28%,0.085791488
22/03/2016,95.5,95.75,96.91,95.32,7.57M,-0.97%,0.124720292
23/03/2016,93.59,94.72,94.81,93.04,10.30M,-2.00%,0.097572417
24/03/2016,94.85,92.54,94.94,92.25,8.16M,1.35%,0.111957796
28/03/2016,94.68,94.9,95.08,94,5.05M,-0.18%,0.122465916
29/03/2016,95.32,93.79,95.39,92.94,6.62M,0.68%,0.142377756
30/03/2016,95.25,96.35,96.69,95.16,6.18M,-0.07%,0.105886451
31/03/2016,95.4,95.19,96.2,94.95,5.94M,0.16%,0.094789993
01/04/2016,94.26,93.69,94.78,93.32,7.56M,-1.19%,0.076887924
04/04/2016,93.43,94.44,94.48,93.03,6.55M,-0.88%,0.062549755
05/04/2016,92.67,93,93.35,92.43,6.66M,-0.81%,0.022058013
06/04/2016,94.84,93.15,95,92.82,6.84M,2.34%,0.06874014
07/04/2016,94.79,94.37,95.03,94.08,6.82M,-0.05%,0.021223874
08/04/2016,96.33,96.25,96.87,95.76,7.11M,1.62%,0.025441771
11/04/2016,95.24,96.87,97.3,95.15,6.64M,-1.13%,0.006978219
12/04/2016,97.51,95.69,97.94,95.43,8.78M,2.38%,0.0344791
13/04/2016,97.6,97.8,97.91,97.03,6.41M,0.09%,0.035324069
14/04/2016,97.98,97.65,98.27,97.36,6.16M,0.39%,0.027044025
15/04/2016,97.23,97.71,97.8,96.96,6.55M,-0.77%,0.003509134
18/04/2016,98.7,95.76,98.76,95.52,7.77M,1.51%,0.010338827
19/04/2016,100.5,99,100.53,98.16,10.58M,1.82%,0.042098714
20/04/2016,101.69,100.08,102.54,99.84,10.15M,1.18%,0.064816754
21/04/2016,101.4,101.64,102.8,101.11,8.28M,-0.29%,0.083449086
22/04/2016,102.01,101.74,102.5,101.5,5.75M,0.60%,0.075487612
25/04/2016,101.51,101.47,101.77,100.83,6.61M,-0.49%,0.072137727
26/04/2016,102.29,102.05,102.98,101.71,5.65M,0.77%,0.073122115
27/04/2016,103.85,102.9,103.94,102.38,8.38M,1.53%,0.090288714
28/04/2016,102.4,103.13,104.26,102.05,7.60M,-1.40%,0.073375262
29/04/2016,102.18,101.14,102.63,100.61,8.83M,-0.21%,0.084022915
02/05/2016,103.31,101.83,103.85,101.8,6.84M,1.11%,0.105747619
03/05/2016,101.32,102.26,102.35,101.05,7.03M,-1.93%,0.093341966
04/05/2016,100.59,101.06,102.3,100.39,7.44M,-0.72%,0.060628427
05/05/2016,101.42,101.85,102.6,100.86,6.47M,0.83%,0.069944087
06/05/2016,101.86,100.84,102.7,100.84,5.97M,0.43%,0.057406831
09/05/2016,100.35,101.62,101.8,99.08,9.34M,-1.48%,0.053653927
10/05/2016,101.27,100.64,101.29,100.41,6.70M,0.92%,0.038560148
11/05/2016,101.14,101.24,101.74,100.15,6.85M,-0.13%,0.036270492
12/05/2016,102.12,102.15,102.42,101.08,6.53M,0.97%,0.042253521
13/05/2016,100.74,101.63,102.04,100.36,5.67M,-1.35%,0.036099969
16/05/2016,102.29,101.87,102.6,101.4,6.78M,1.54%,0.036372847
17/05/2016,100.75,101.07,102.18,100.34,7.03M,-1.51%,0.002487562
18/05/2016,100.06,100.9,101.27,99.44,5.93M,-0.68%,-0.016029108
19/05/2016,99.85,99.26,100.08,98.52,6.24M,-0.21%,-0.015285996
20/05/2016,99.79,100.3,100.4,99.49,4.71M,-0.06%,-0.021762572
23/05/2016,99.38,99.18,100.13,99.07,4.23M,-0.41%,-0.020983154
24/05/2016,100.19,99.94,100.76,99.62,4.38M,0.82%,-0.020529866
25/05/2016,101.77,100.82,101.98,100.82,5.43M,1.58%,-0.020028888
26/05/2016,101.5,101.85,102.37,100.97,4.15M,-0.27%,-0.008789063
27/05/2016,102.02,101.38,102.11,100.87,5.01M,0.51%,-0.001565864
31/05/2016,101,102.15,102.28,100.57,8.14M,-1.00%,-0.022359888
01/06/2016,101.13,100.24,101.38,99.89,4.82M,0.13%,-0.001875247
02/06/2016,100.53,100.4,100.57,99.72,6.71M,-0.59%,-0.000596481
03/06/2016,100.66,100.65,101.14,100,4.96M,0.13%,-0.007493591
06/06/2016,101.17,101.34,102.04,100.92,5.95M,0.51%,-0.006774004
07/06/2016,103.32,101.84,103.7,101.61,9.81M,2.13%,0.029596413
08/06/2016,103.09,103.55,104.08,102.67,6.32M,-0.22%,0.017971759
09/06/2016,102.81,102.04,103.12,102.03,4.25M,-0.27%,0.016511766
10/06/2016,101.98,102.47,102.97,101.26,8.11M,-0.81%,-0.001370936
13/06/2016,102.1,101.5,103.1,101.38,6.36M,0.12%,0.013500099
14/06/2016,101.28,101.76,102.05,100.52,6.92M,-0.80%,-0.009873888
15/06/2016,100.63,100.63,101.64,100.25,5.63M,-0.64%,-0.001191067
16/06/2016,101.07,99.97,101.26,98.77,8.04M,0.44%,0.010093944
17/06/2016,101.57,101.44,101.74,100.4,8.76M,0.49%,0.017225839
